,Title,Year,Certificate,Runtime,Genre,IMDB,Metascore,Director,Votes,Gross
364,Happily Ever After,(1989),,75 min,"Animation, Family, Fantasy",5.5,,John Howley,"2,520",$3.30M
365,Pinocchio and the Emperor of the Night,(1987),,87 min,"Animation, Adventure, Family",6.3,,Hal Sutherland,711,$3.26M
366,"Race for Your Life, Charlie Brown",(1977),,76 min,"Animation, Adventure, Comedy",7.2,55        ,Bill Melendez,"3,792",$3.22M
367,Sgt. Stubby: An American Hero,(2018),PG,84 min,"Animation, Adventure, Family",6.9,58        ,Richard Lanni,"2,445",$3.14M
368,Clifford's Really Big Movie,(2004),G,74 min,"Animation, Adventure, Comedy",5.4,49        ,Robert C. Ramirez,"1,027",$2.92M
369,Waking Life,(2001),R,99 min,"Animation, Drama, Fantasy",7.7,84        ,Richard Linklater,"65,778",$2.89M
370,The Care Bears Adventure in Wonderland,(1987),,80 min,"Animation, Adventure, Comedy",5.7,39        ,Raymond Jafelice,"1,251",$2.61M
371,Dragon Ball Z: Doragon bôru Z - Kami to Kami,(2013),,85 min,"Animation, Action, Adventure",7.1,,Masahiro Hosoda,"29,060",$2.55M
372,Meari to majo no hana,(2017),PG,103 min,"Animation, Adventure, Family",6.8,74        ,Hiromasa Yonebayashi,"15,308",$2.42M
373,Pokémon the Movie: I Choose You,(2017),U,98 min,"Animation, Action, Adventure",6.3,,Kunihiko Yuyama,"7,204",$2.40M
374,Mononoke-hime,(1997),U,134 min,"Animation, Action, Adventure",8.3,76        ,Hayao Miyazaki,"410,956",$2.38M
375,Vals Im Bashir,(2008),(Banned),90 min,"Documentary, Animation, Biography",8.0,91        ,Ari Folman,"59,230",$2.28M
376,L'illusionniste,(2010),PG,80 min,"Animation, Drama, Fantasy",7.5,82        ,Sylvain Chomet,"35,959",$2.23M
377,Heathcliff: The Movie,(1986),,73 min,"Family, Animation, Comedy",5.1,,Bruno Bianchi,289,$2.19M
378,Scoob!,(2020),U,93 min,"Animation, Adventure, Comedy",5.6,43        ,Tony Cervone,"28,687",$2.19M
379,The Princess and the Goblin,(1991),,82 min,"Animation, Adventure, Comedy",6.7,,József Gémes,"2,995",$2.14M
380,"Bon Voyage, Charlie Brown (and Don't Come Back!!)",(1980),,75 min,"Animation, Adventure, Comedy",7.1,68        ,Bill Melendez,"3,401",$2.01M
381,Racetime,(2018),PG,89 min,"Animation, Adventure, Musical",5.5,,Benoît Godbout,560,$1.87M
382,The Nutcracker Prince,(1990),,75 min,"Animation, Adventure, Family",6.8,,Paul Schibli,"2,550",$1.78M
383,Poketto monsutâ: Serebî - Toki wo koeta deai,(2001),G,75 min,"Animation, Action, Adventure",5.7,,Kunihiko Yuyama,"9,024",$1.73M
384,Astérix: Le domaine des dieux,(2014),,85 min,"Animation, Adventure, Comedy",6.9,,Louis Clichy,"14,803",$1.66M
385,Terra,(I) (2007),PG,90 min,"Animation, Action, Adventure",6.5,54        ,Aristomenis Tsirbas,"12,055",$1.65M
386,Dumbo,(1941),G,64 min,"Animation, Adventure, Drama",7.2,96        ,Samuel Armstrong,"137,452",$1.60M
387,Vincent,(1987),,105 min,"Animation, Biography, Drama",7.5,,Paul Cox,437,$1.58M
388,Kaguya-hime no monogatari,(2013),P13,137 min,"Animation, Drama, Family",8.0,89        ,Isao Takahata,"50,319",$1.51M
389,Genesis: Paradise Lost,(2017),PG,130 min,"Documentary, Animation",4.9,,Ralph Strean,754,$1.44M
390,Little Nemo,(1989),,85 min,"Animation, Adventure, Comedy",7.1,,Masami Hata,"7,941",$1.37M
391,The Oscar Nominated Short Films: Animation,(2011),,85 min,Animation,6.9,,Geefwee Boedoe,42,$1.35M
392,Heavy Traffic,(1973),,77 min,"Animation, Comedy, Drama",6.5,,Ralph Bakshi,"3,530",$1.34M
393,Le Petit Prince,(2015),PG,108 min,"Animation, Adventure, Drama",7.7,70        ,Mark Osborne,"64,624",$1.34M
394,GoBots: Battle of the Rock Lords,(1986),,75 min,"Animation, Action, Adventure",5.4,30        ,Don Lusk,532,$1.34M
395,Babar: The Movie,(1989),,70 min,"Animation, Adventure, Family",6.3,,Alan Bunce,"1,065",$1.31M
396,One Piece: Stampede,(2019),,101 min,"Animation, Action, Adventure",7.5,,Takashi Ôtsuka,"7,043",$1.30M
397,Astérix: Le secret de la potion magique,(2018),,87 min,"Animation, Adventure, Comedy",6.7,,Alexandre Astier,"10,694",$1.27M
398,Freddie as F.R.O.7.,(1992),,91 min,"Animation, Adventure, Comedy",5.1,,Jon Acevski,781,$1.12M
399,Tonari no Totoro,(1988),U,86 min,"Animation, Comedy, Family",8.1,86        ,Hayao Miyazaki,"356,948",$1.11M
400,The Nine Lives of Fritz the Cat,(1974),,77 min,"Animation, Comedy",5.3,,Robert Taylor,"2,914",$1.09M
401,Alice in Wonderland,(1951),U,75 min,"Animation, Adventure, Comedy",7.3,68        ,Clyde Geronimi,"148,335",$1.07M
402,The Adventures of the American Rabbit,(1986),,85 min,"Animation, Family, Fantasy",5.3,,Nobutaka Nishizawa,491,$1.05M
403,Inosensu: Innocence,(2004),PG-13,100 min,"Animation, Drama, Mystery",7.4,66        ,Mamoru Oshii,"39,483",$1.04M
404,Yu-Gi-Oh!: The Dark Side of Dimensions,(2016),P13,130 min,"Animation, Adventure, Drama",6.9,,Satoshi Kuwabara,"3,320",$1.02M
405,Kokuriko-zaka kara,(2011),U,91 min,"Animation, Comedy, Drama",7.4,71        ,Gorô Miyazaki,"47,994",$1.00M
406,Cowboy Bebop: Tengoku no tobira,(2001),18SG,115 min,"Animation, Action, Crime",7.8,61        ,Shin'ichirô Watanabe,"50,988",$1.00M
407,Yellow Submarine,(1968),,88 min,"Animation, Adventure, Comedy",7.4,79        ,George Dunning,"27,292",$0.99M
408,The Ten Commandments,(2007),PG,88 min,"Animation, Family, History",2.9,25        ,Bill Boyce,"2,486",$0.95M
409,The Lord of the Rings,(1978),U,132 min,"Animation, Adventure, Fantasy",6.2,,Ralph Bakshi,"34,771",$0.92M
410,La tortue rouge,(2016),U,80 min,"Animation, Drama, Family",7.5,86        ,Michael Dudok de Wit,"36,967",$0.92M
411,Paprika,(2006),R,90 min,"Animation, Drama, Fantasy",7.7,81        ,Satoshi Kon,"88,792",$0.88M
412,The Reluctant Dragon,(I) (1941),,74 min,"Animation, Comedy, Family",6.8,,Alfred L. Werker,"3,604",$0.87M
413,Song of the Sea,(2014),PG,93 min,"Animation, Adventure, Drama",8.0,85        ,Tomm Moore,"61,075",$0.86M
414,The Adventures of Mark Twain,(1985),U,86 min,"Animation, Adventure, Family",7.2,,Will Vinton,"3,239",$0.85M
415,Shin Evangelion Gekijôban,(2021),,154 min,"Animation, Action, Drama",8.0,84        ,Mahiro Maeda,"12,461",$0.83M
416,Mirai no Mirai,(2018),U,98 min,"Animation, Adventure, Drama",7.0,81        ,Mamoru Hosoda,"17,171",$0.81M
417,Victory Through Air Power,(1943),,70 min,"Documentary, Animation, History",6.5,,James Algar,"1,116",$0.80M
418,Gekijouban Poketto monsutâ: Minna no Monogatari,(2018),,100 min,"Animation, Action, Adventure",6.2,,Tetsuo Yajima,"2,818",$0.79M
419,Pippi Longstocking,(1997),,76 min,"Animation, Adventure, Comedy",5.2,,Michael Schaack,"1,600",$0.78M
420,Pâfekuto burû,(1997),18,81 min,"Animation, Crime, Drama",8.0,67        ,Satoshi Kon,"85,688",$0.78M
421,Asterix in America,(1994),,85 min,"Animation, Adventure, Comedy",5.9,,Gerhard Hahn,"8,084",$0.77M
422,Omoide no Marnie,(2014),P13,103 min,"Animation, Drama, Family",7.7,72        ,Hiromasa Yonebayashi,"44,298",$0.77M
423,Fire and Ice,(1983),U,81 min,"Animation, Adventure, Fantasy",6.5,45        ,Ralph Bakshi,"11,816",$0.76M
424,Gekijô-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu,(2002),,80 min,"Animation, Action, Adventure",6.0,27        ,Jim Malone,"6,549",$0.75M
425,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,(2016),,134 min,Animation,8.5,,Harry Baweja,821,$0.69M
426,The Secret of Kells,(2009),U,71 min,"Animation, Adventure, Family",7.5,81        ,Tomm Moore,"37,140",$0.69M
427,The Thief and the Cobbler,(1993),,99 min,"Animation, Action, Adventure",7.1,,Richard Williams,"4,380",$0.67M
428,Kochadaiiyaan,(2014),,118 min,"Animation, Action, Adventure",6.2,,Soundarya Rajinikanth Vishagan,"5,252",$0.66M
429,Metoroporisu,(2001),U,108 min,"Animation, Adventure, Drama",7.2,75        ,Rintarô,"22,094",$0.64M
430,The Pilgrim's Progress,(2019),PG,108 min,"Animation, Adventure, Family",6.3,,Robert Fernandez,800,$0.62M
431,Ozu no mahôtsukai,(1982),,78 min,"Animation, Family, Adventure",6.6,,Fumihiko Takayama,418,$0.61M
432,Invitation to the Dance,(1956),,93 min,"Animation, Fantasy, Musical",6.4,,Gene Kelly,962,$0.60M
433,El gran milagro,(2011),PG,70 min,"Animation, Drama",4.6,,Bruce Morris,392,$0.56M
434,Akira,(1988),P13,124 min,"Animation, Action, Drama",8.0,67        ,Katsuhiro Ôtomo,"195,554",$0.55M
435,"Uchiage hanabi, shita kara miru ka? Yoko kara miru ka?",(2017),,90 min,"Animation, Drama, Fantasy",5.5,40        ,Akiyuki Shinbô,"3,605",$0.53M
436,Code Geass: Fukkatsu No Lelouch,(2019),Not Rated,112 min,"Animation, Action, Adventure",7.3,,Gorô Taniguchi,"3,162",$0.52M
437,Kôkaku kidôtai,(1995),,83 min,"Animation, Action, Crime",7.9,76        ,Mamoru Oshii,"149,805",$0.52M
438,Delgo,(2008),PG,94 min,"Animation, Adventure, Comedy",4.3,27        ,Marc F. Adler,"3,125",$0.51M
439,Pound Puppies and the Legend of Big Paw,(1988),,76 min,"Animation, Adventure, Comedy",4.7,,Pierre DeCelles,676,$0.50M
440,Kaze no tani no Naushika,(1984),U,117 min,"Animation, Adventure, Sci-Fi",8.0,86        ,Hayao Miyazaki,"175,345",$0.50M
441,Bilal: A New Breed of Hero,(2015),PG-13,105 min,"Animation, Action, Adventure",7.6,52        ,Khurram H. Alavi,"18,972",$0.49M
442,Romeo & Juliet: Sealed with a Kiss,(2005),G,76 min,"Animation, Comedy, Drama",3.6,,Phil Nibbelink,404,$0.46M
443,Omohide poro poro,(1991),U,119 min,"Animation, Drama, Romance",7.6,90        ,Isao Takahata,"34,892",$0.45M
444,Gary Come Home,(2019),,78 min,"Animation, Action, Comedy",,,John Millies,,$0.45M
445,Condorito: La Película,(2017),PG,88 min,"Animation, Adventure, Comedy",5.2,,Alex Orrelle,931,$0.45M
446,Bakemono no ko,(2015),PG-13,119 min,"Animation, Action, Adventure",7.6,65        ,Mamoru Hosoda,"25,623",$0.45M
447,Suchîmubôi,(2004),PG-13,126 min,"Animation, Action, Adventure",6.8,66        ,Katsuhiro Ôtomo,"18,274",$0.41M
448,Yoru wa mijikashi aruke yo otome,(2017),,92 min,"Animation, Adventure, Comedy",7.5,65        ,Masaaki Yuasa,"5,816",$0.41M
449,Puella Magi Madoka Magica: The Movie 3: Rebelion,(2013),,116 min,"Animation, Drama, Fantasy",7.8,,Yukihiro Miyamoto,"3,892",$0.38M
450,Gandahar,(1987),,78 min,"Animation, Adventure, Fantasy",7.0,,René Laloux,"5,116",$0.37M
451,Chico & Rita,(2010),,94 min,"Animation, Crime, Drama",7.2,76        ,Tono Errando,"9,484",$0.35M
452,Jue ji,(2016),,118 min,"Animation, Adventure, Fantasy",5.1,,Jingming Guo,"1,307",$0.35M
453,Arthur et la vengeance de Maltazard,(2009),PG,107 min,"Animation, Adventure, Family",5.2,,Luc Besson,"10,407",$0.35M
454,The Prophet,(2014),PG,85 min,"Animation, Drama",7.0,61        ,Roger Allers,"4,907",$0.34M
455,The Breadwinner,(2017),PG-13,94 min,"Animation, Drama, Family",7.7,78        ,Nora Twomey,"27,253",$0.31M
456,Une vie de chat,(2010),PG,70 min,"Animation, Adventure, Comedy",6.9,63        ,Jean-Loup Felicioli,"11,632",$0.31M
457,Avril et le monde truqué,(2015),PG,105 min,"Animation, Adventure, Comedy",7.2,85        ,Christian Desmares,"8,169",$0.29M
458,Ernest et Célestine,(2012),PG,80 min,"Animation, Adventure, Comedy",7.8,86        ,Stéphane Aubier,"21,492",$0.29M
459,Ma vie de Courgette,(2016),PG-13,66 min,"Animation, Comedy, Drama",7.8,85        ,Claude Barras,"27,349",$0.29M
460,The Son of Bigfoot,(2017),PG,92 min,"Animation, Adventure, Comedy",6.1,,Jeremy Degruson,"7,680",$0.29M
461,Saga of Tanya the Evil Movie,(2019),Not Rated,115 min,"Animation, Action, Adventure",7.5,,Yutaka Uemura,"1,403",$0.29M
462,Kimi no suizô o tabetai,(2018),P13,109 min,"Animation, Drama, Family",8.0,,Shin'ichirô Ushijima,"20,741",$0.28M
463,Mobile Suit Gundam Narrative,(2018),P13,88 min,"Animation, Action, Drama",6.1,,Shun'ichi Yoshizawa,471,$0.26M
464,My Dog Tulip,(2009),,83 min,"Animation, Drama",6.9,80        ,Paul Fierlinger,"1,732",$0.25M
465,Kingsglaive: Final Fantasy XV,(2016),PG-13,110 min,"Animation, Action, Adventure",6.7,35        ,Takeshi Nozue,"22,649",$0.23M
466,Mutafukaz,(2017),R,94 min,"Animation, Action, Comedy",6.7,48        ,Shôjirô Nishimi,"4,901",$0.23M
467,Sarusuberi: Miss Hokusai,(2015),PG-13,93 min,"Animation, Biography, Drama",6.7,74        ,Keiichi Hara,"3,387",$0.22M
468,Jiang Ziya,(2020),,110 min,"Animation, Action, Adventure",6.5,,Teng Cheng,"2,082",$0.21M
469,I Married a Strange Person!,(1997),R,75 min,"Animation, Comedy, Drama",6.9,,Bill Plympton,"2,083",$0.20M
470,La planète sauvage,(1973),,72 min,"Animation, Sci-Fi",7.7,73        ,René Laloux,"34,568",$0.19M
471,Snoopy Come Home,(1972),,81 min,"Animation, Adventure, Comedy",7.4,66        ,Bill Melendez,"4,944",$0.19M
472,Digimon Adventure tri. 1: Saikai,(2015),U,96 min,"Animation, Action, Adventure",7.3,,Keitarô Motonaga,"1,836",$0.19M
473,Spark: A Space Tail,(2016),PG,91 min,"Animation, Action, Adventure",4.4,22        ,Aaron Woodley,"1,298",$0.19M
474,Sennen joyû,(2001),PG,87 min,"Animation, Drama, Fantasy",7.8,70        ,Satoshi Kon,"30,067",$0.19M
475,Gekijou-ban Mahou Shoujo Madoka*Magica: [Zenpen] Hajimari no monogatari,(2012),,130 min,"Animation, Drama, Fantasy",7.6,,Yukihiro Miyamoto,"1,639",$0.18M
476,Chiisana eiyû: Kani to tamago to tômei ningen,(2018),PG,53 min,"Animation, Adventure, Family",6.6,,Yoshiyuki Momose,"2,946",$0.18M
477,Hagane no renkinjutsushi: Mirosu no seinaru hoshi,(2011),U,110 min,"Animation, Action, Adventure",6.9,54        ,Kazuya Murata,"5,264",$0.18M
478,Chicago 10,(2007),R,110 min,"Documentary, Animation, History",7.4,69        ,Brett Morgen,"1,396",$0.18M
479,Evangelion Shin Gekijôban: Kyu,(2012),,96 min,"Animation, Action, Drama",6.9,45        ,Mahiro Maeda,"17,108",$0.17M
480,Kono sekai no katasumi ni,(2016),U,129 min,"Animation, Drama, Family",7.8,73        ,Sunao Katabuchi,"11,825",$0.17M
481,Gekijôban Fairy Tail: Dragon Cry,(2017),,85 min,"Animation, Action, Adventure",6.8,,Tatsuma Minamikawa,"2,334",$0.17M
482,Panique au village,(2009),U,75 min,"Animation, Adventure, Comedy",7.4,70        ,Stéphane Aubier,"8,493",$0.17M
483,Hell and Back,(2015),(Banned),86 min,"Animation, Adventure, Comedy",5.3,,Tom Gianas,"5,186",$0.16M
484,Luis and His Friends from Outer Space,(2018),PG,86 min,"Animation, Adventure, Comedy",6.0,46        ,Christoph Lauenstein,"2,776",$0.15M
485,The Trumpet of the Swan,(2001),,75 min,"Animation, Drama, Family",5.0,27        ,Terry L. Noss,"1,243",$0.15M
486,Vampire Hunter D: Bloodlust,(2000),R,103 min,"Animation, Action, Drama",7.6,62        ,Jack Fletcher,"33,787",$0.15M
487,Shrek 2 Retold,(2023),,92 min,Animation,,,Grant Duffrin,,$0.15M
488,The Velveteen Rabbit,(2009),,97 min,"Animation, Drama, Family",6.2,,Michael Landon Jr.,798,$0.14M
489,Ekkusu,(1996),R,100 min,"Animation, Action, Fantasy",6.1,,Rintarô,"2,766",$0.14M
490,Gekijouban Psycho-Pass,(2015),,113 min,"Animation, Action, Crime",7.1,,Naoyoshi Shiotani,"4,275",$0.14M
491,The Congress,(2013),,122 min,"Animation, Drama, Sci-Fi",6.4,63        ,Ari Folman,"19,435",$0.14M
492,Waka okami wa shôgakusei!,(2018),PG,94 min,"Animation, Adventure, Drama",7.0,70        ,Kitarô Kôsaka,"2,159",$0.13M
493,Evangerion shin gekijôban: Ha,(2009),,112 min,"Animation, Action, Drama",7.9,46        ,Masayuki,"23,412",$0.13M
494,Is the Man Who Is Tall Happy?: An Animated Conversation with Noam Chomsky,(2013),,88 min,"Documentary, Animation, Biography",7.1,76        ,Michel Gondry,"3,604",$0.13M
495,Xiao zhu pei qi guo da nian,(2019),G,81 min,"Animation, Family",3.6,,Dapeng Zhang,93,$0.13M
496,O Menino e o Mundo,(2013),PG,80 min,"Animation, Adventure, Family",7.5,80        ,Alê Abreu,"7,362",$0.13M
497,Appurushîdo,(2004),R,101 min,"Animation, Action, Adventure",6.9,40        ,Shinji Aramaki,"18,356",$0.13M
498,Tôkyô goddofâzâzu,(2003),PG-13,92 min,"Animation, Adventure, Comedy",7.8,74        ,Satoshi Kon,"43,580",$0.13M
499,Happy Family,(2017),PG,93 min,"Animation, Comedy, Family",4.8,,Holger Tappe,"5,202",$0.13M
500,"Ruben Brandt, a gyujto",(2018),R,96 min,"Animation, Action, Crime",7.4,75        ,Milorad Krstic,"8,038",$0.12M
501,Otesánek,(2000),,132 min,"Animation, Comedy, Drama",7.3,74        ,Jan Svankmajer,"6,676",$0.12M
502,Rudolph the Red-Nosed Reindeer: The Movie,(1998),,92 min,"Animation, Adventure, Family",5.8,,William R. Kowalchuk Jr.,"2,982",$0.11M
503,Yoake tsugeru Rû no uta,(2017),PG,112 min,"Animation, Adventure, Comedy",6.8,62        ,Masaaki Yuasa,"2,541",$0.11M
504,Gekijouban Ano hi mita hana no namae wo bokutachi wa mada shiranai.,(2013),,99 min,"Animation, Adventure, Drama",7.3,,Tatsuyuki Nagai,"2,620",$0.11M
505,Evangelion Shin Gekijôban: Jo,(2007),U,98 min,"Animation, Action, Drama",7.6,66        ,Masayuki,"26,038",$0.11M
506,The Trouble with Terkel,(2010),,87 min,"Animation, Comedy, Drama",7.2,,Thorbjørn Christoffersen,393,$0.11M
507,Kanashimi no Beradonna,(1973),,86 min,"Animation, Drama, Fantasy",7.3,70        ,Eiichi Yamamoto,"7,073",$0.11M
508,Kaptein Sabeltann,(2003),PG,75 min,"Animation, Family",5.5,,Stig Bergqvist,248,$0.10M
509,Kôkaku Kidôtai Shin Gekijôban,(2015),,100 min,"Animation, Action, Sci-Fi",6.6,,Kazuchika Kise,"4,019",$0.10M
510,Jin-Rô,(1999),,102 min,"Animation, Action, Drama",7.3,59        ,Hiroyuki Okiura,"17,847",$0.09M
511,Tower,(2016),,82 min,"Documentary, Animation, Crime",7.9,92        ,Keith Maitland,"8,173",$0.09M
512,Eternal Spring,(2022),,86 min,"Documentary, Animation",6.9,71        ,Jason Loftus,"1,630",$0.09M
513,American: The Bill Hicks Story,(2009),,102 min,"Documentary, Animation, Biography",7.7,55        ,Matt Harlock,"4,959",$0.09M
514,Hao jile,(2017),,77 min,"Animation, Comedy, Crime",6.5,77        ,Jian Liu,"2,144",$0.08M
515,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,(1982),,74 min,"Animation, Adventure, Comedy",7.0,,Friz Freleng,"2,140",$0.08M
516,Samâ uôzu,(2009),U,114 min,"Animation, Action, Adventure",7.4,63        ,Mamoru Hosoda,"30,867",$0.08M
517,Peur(s) du noir,(2007),,83 min,"Animation, Horror, Mystery",6.6,69        ,Blutch,"3,196",$0.08M
518,Lói: Þú Flýgur Aldrei Einn,(2018),PG,83 min,"Animation, Adventure, Family",5.4,,Ives Agemans,"1,178",$0.08M
519,Teheran Tabu,(2017),,96 min,"Animation, Drama",7.1,74        ,Ali Soozandeh,"4,784",$0.07M
520,Gekijoban Hibike! Euphonium: Chikai no Finale,(2019),,100 min,"Animation, Drama, Music",7.2,,Tatsuya Ishihara,438,$0.07M
521,A Troll in Central Park,(1994),,76 min,"Animation, Adventure, Comedy",5.3,,Don Bluth,"7,064",$0.07M
522,The Secret Adventures of Tom Thumb,(1993),,60 min,"Animation, Adventure, Drama",7.3,,Dave Borthwick,"1,590",$0.07M
523,2012: Time for Change,(2010),,85 min,"Documentary, Animation, News",7.0,,Joao G. Amorim,373,$0.07M
524,An Oversimplification of Her Beauty,(2012),,84 min,"Animation, Comedy, Drama",6.3,74        ,Terence Nance,794,$0.07M
525,My Entire High School Sinking Into the Sea,(2016),PG-13,75 min,"Animation, Action, Comedy",6.1,72        ,Dash Shaw,"1,220",$0.07M
526,Na pude aneb Kdo má dneska narozeniny?,(2009),PG,74 min,"Animation, Family, Fantasy",6.4,64        ,Jirí Barta,773,$0.06M
527,Renaissance,(2006),R,105 min,"Animation, Action, Sci-Fi",6.6,57        ,Christian Volckman,"16,289",$0.06M
528,Gekijou-ban Mahou Shoujo Madoka*Magica: [Kouhen] Eien no monogatari,(2012),,109 min,"Animation, Fantasy, Mystery",7.9,,Yukihiro Miyamoto,"1,598",$0.06M
529,Trigun: Badlands Rumble,(2010),P13,90 min,"Animation, Action, Adventure",7.4,,Satoshi Nishimura,"5,707",$0.06M
530,Kirikou et la sorcière,(1998),,71 min,"Animation, Adventure, Family",7.5,77        ,Michel Ocelot,"10,361",$0.06M
531,Digimon Adventure tri. 4: Sôshitsu,(2017),,82 min,"Animation, Action, Adventure",7.1,,Cristina Valenzuela,"1,016",$0.06M
532,Gumby 1,(1995),,90 min,"Animation, Adventure, Comedy",6.0,,Art Clokey,983,$0.06M
533,Ôritsu uchûgun Oneamisu no tsubasa,(1987),U,121 min,"Animation, Drama, Sci-Fi",7.2,,Hiroyuki Yamaga,"5,543",$0.06M
534,Roadside Romeo,(2008),,93 min,"Animation, Adventure, Comedy",4.8,,Jugal Hansraj,"1,601",$0.06M
535,Digimon Adventure tri. 6: Bokura no mirai,(2018),,98 min,"Animation, Action, Adventure",7.1,,Cherami Leigh,871,$0.05M
536,Digimon Adventure tri. 5: Kyôsei,(2017),,89 min,"Animation, Action, Adventure",6.8,,Keitarô Motonaga,898,$0.05M
537,$9.99,(2008),R,78 min,"Animation, Drama, Fantasy",6.7,68        ,Tatia Rosenthal,"3,427",$0.05M
538,Babar: King of the Elephants,(1999),,80 min,"Family, Animation",6.0,,Raymond Jafelice,573,$0.05M
539,Gedo senki,(2006),U,115 min,"Animation, Adventure, Fantasy",6.3,47        ,Gorô Miyazaki,"42,019",$0.05M
540,Hirune-hime: Shiranai watashi no monogatari,(2017),P13,111 min,"Animation, Adventure, Drama",6.3,69        ,Kenji Kamiyama,"1,492",$0.05M
541,Sílení,(2005),,118 min,"Animation, Comedy, Drama",7.2,63        ,Jan Svankmajer,"3,861",$0.05M
542,Liyana,(2017),,77 min,"Documentary, Animation",7.4,80        ,Aaron Kopp,375,$0.04M
543,"Psiconautas, los niños olvidados",(2015),,76 min,"Animation, Drama, Sci-Fi",7.2,76        ,Pedro Rivero,"2,911",$0.04M
544,Moondance Alexander,(2007),,94 min,"Animation, Drama, Family",6.2,,Michael Damian,"1,408",$0.04M
545,Mind Game,(I) (2004),,103 min,"Animation, Adventure, Comedy",7.7,66        ,Masaaki Yuasa,"10,196",$0.04M
546,Le grand méchant renard et autres contes...,(2017),G,83 min,"Animation, Adventure, Comedy",7.4,73        ,Patrick Imbert,"3,454",$0.04M
547,The Films of the Brothers Quay,,,78 min,"Documentary, Animation",,,Stephen Quay,,$0.04M
548,Bai She: Yuan qi,(2019),,99 min,"Animation, Action, Adventure",7.0,60        ,Amp Wong,"4,890",$0.03M
549,Rakuen Tsuiho: Expelled from Paradise,(2014),,104 min,"Animation, Action, Adventure",6.6,,Seiji Mizushima,"1,799",$0.03M
